Title,Link,Occupation,Company,Company Web,Company Location,Specs
Senior Business Excellence Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oqysmxvvzmdg-senior-business-excellence-specialist-al-marasem-group-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Al-Marasem-International-for-Development-Egypt-18792,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Business Development · Analysis · Business Administration · Business Analysis · Business Development
AI Business Partner,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eglynevakyub-ai-business-partner-51-talk-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/51talk-com-Egypt-109762,Full TimeOn-siteEntry Level · 1 - 5 Yrs of Exp · Business Development · Analyst/Research · Training/Instructor · AI · Training · Business Development · Project Management · Education Technology
Sales Operations Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/yixpw5jmvhmi-sales-operations-analyst-canonical-riyadh-saudi-arabia,Full Time,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Full TimeExperienced · Operations/Management · Analyst/Research · Sales/Retail · Sales · Sales Skills · Operations · Analysis · Microsoft Office · Administration · Sales Target
Software Business Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/erez1gjusl7g-software-business-analyst-softprograms-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/softprograms-Egypt-88014,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Agile · Business Analysis · Communication skills · Information Technology (IT) · Microsoft Office · Software Development · Scrum
Senior Technical Support Specialist(Infrastructure & Networking exp),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/dwumzds5rwa1-senior-technical-support-specialistinfrastructure-networking-exp-sita-riyadh-saudi-arabia,Full Time,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/SITA-Qatar-113702,Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Technical Support · Computer Science · Customer Service · Customer Support · Customer Care · Installation
Information Technology Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/y9pggg3klcau-information-technology-manager-imploy-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/imploy-united-arab-emirates-128575,Full TimeNot specified · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Project Management · Engineering · Software Development · Computer Engineering · Management
R&D-Senior Lab Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gbqdaltbhlsa-rd-senior-lab-engineer-midea-group-monufya-egypt,Full TimeOn-site,"Alsadat City, Monufya, Egypt ","Alsadat City, Monufya, Egypt ",https://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266,Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · R&D/Science · Engineering - Other · R&D · analytical · Electrical · QC · Engineering · Design · Information Technology (IT) · Management
Research Scientist (AI) - Interactome,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/wovnlx6nn74u-research-scientist-ai-interactome-genbio-ai-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/genbio-ai-united-arab-emirates-127690,Full TimeNot specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · computer science · information technology (it) · engineering · python · research · software engineering · machine learning
Clinical Project Lead,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/lhxgyfrtfzt4-clinical-project-lead-iros-cro-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/iros-cro-united-arab-emirates-128916,Full TimeExperienced · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · Information Technology (IT) · Computer Science · Engineering · Management · .NET · Business Development
"Consumer Care Manager, MENARP",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/stcgzgi5i8pq-consumer-care-manager-menarp-reckitt-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/Reckitt-United Arab Emirates-127439,Full TimeExperienced · Operations/Management · Marketing/PR/Advertising · Sales/Retail · customer care · customer service · customer support · sales · marketing · management · fmcg
Global Program Manager II – Program Management,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/vui5yegphckr-global-program-manager-ii-–-program-management-dp-world-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/dp-world-united-arab-emirates-128423,Full TimeExperienced · IT/Software Development · Operations/Management · Project/Program Management · Project Management · Management · Information Technology (IT) · Program Management · Computer Science · Engineering · Operations
IT Specialist- Sheikh Zayed,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hfrcebaerq6j-it-specialist--sheikh-zayed-intouch-cx-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · MacOS · ios · IT Service Management · Angular 4+ · CSS · Firebase · Computer Engineering
Revenue Management Officer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/wx1tqx3y9vux-revenue-management-officer-etihad-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/Etihad-Saudi Arabia-126601,Full TimeEntry Level · Administration · Operations/Management · Project/Program Management · Microsoft Office · Administration · English · Accounting · Finance · Operations · Project Management
"Customer Success Manager (Technical), UAE",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/1ph3ynojry4e-customer-success-manager-technical-uae-algosec-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/algosec-united-arab-emirates-128859,Full TimeExperienced · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Care · Customer Support · Management · Sales · Call Center · Sales Skills
Open Source Enterprise Sales / Alliances,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/1h6ijugvevl3-open-source-enterprise-sales-alliances-canonical-riyadh-saudi-arabia,Full Time,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Full TimeEntry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · computer science · sales · sales skills · engineering · linux · marketing
Product Management Internship,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jeref5nfzrxx-product-management-internship-koinz-cairo-egypt,Full TimeHybrid,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Koinz-Egypt-55510,Full TimeHybridEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Project/Program Management · Analysis · Product Management · Information Technology (IT) · business · Product · Research · Usability Testing
Back End Developer | Mern Stack,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/ypwa7shkdy4m-back-end-developer-mern-stack-royal-class-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/Royal Class-United Arab Emirates-126670,Full TimeEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · software development · javascript · git · sql · apis
Quality Control Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fswn21ocdbnu-quality-control-supervisor-aje-giza-egypt,Full TimeOn-site,"Giza, Egypt ","Giza, Egypt ",https://wuzzuf.net/jobs/careers/AJE-Egypt-25050,Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · Manufacturing/Production · Agriculture · FMCG · Quality Control · Manufacturing · Quality Assurance · Food Safety Management System · HACCAP · Beverages
Scientific Officer - Water Quality & Environmental Monitoring,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yc9ztolpgrgr-scientific-officer---water-quality-environmental-monitoring-diamond-alliance-services-kano-nigeria,Full TimeOn-site,"Kano, Nigeria ","Kano, Nigeria ",https://wuzzuf.net/jobs/careers/DIAMOND ALLIANCE SERVICES-Egypt-84965,Full TimeOn-siteExperienced · 5+ Yrs of Exp · R&D/Science · Scientific Research · Research Analysis
Quality Assurance Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ezi48ua4g6ns-quality-assurance-manager-k-line-europe-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-92966,Full TimeOn-siteManager · 7+ Yrs of Exp · R&D/Science · Quality · GMP · ISO · Risk · Risk Management
Mechanical Design Engineer (Product development Engineer),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hfofytjax0im-mechanical-design-engineer-product-development-engineer-arcelormittal-egypt-cairo-egypt,Full TimeOn-site,"Badr City, Cairo, Egypt ","Badr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Arcelormittal-Egypt-Egypt-72987,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Design · Engineering · Mechanical Design · Mechanical Engineering · Production Engineering · Production · Mechanical
Full Stack Java Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/4cnu65iccao1-full-stack-java-developer-emdad-al-khebrat-riyadh-saudi-arabia,Full Time,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/Emdad Al Khebrat-Saudi Arabia-126931,Full TimeEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · HTML · Full Stack
Quality specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uqhhtaxfo28j-quality-specialist-seha-healthcare-giza-egypt,Full TimeOn-site,"Faisal, Giza, Egypt ","Faisal, Giza, Egypt ",https://wuzzuf.net/jobs/careers/-41297,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Hospitality/Hotels/Food Services · Medical/Healthcare · Quality · quality · Quality Assurance · Quality Control · Medical
Tender Mechanical Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0npx6maknbrz-tender-mechanical-engineer-atwar-al-kon-cairo-egypt,Full TimeOn-site,"Mokattam, Cairo, Egypt ","Mokattam, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-118937,Full TimeOn-siteExperienced · 5 - 9 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical engineer · Electrical Engineering · technical · Engineering · Mechanical · Mechanical Engineering
Delivery System Operation Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4jwfMCqIXEQP-Delivery-System-Operation-Manager-Aldabboos-Group-Cairo-Egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Aldabboos Group-Egypt-100921,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Accounting/Finance · Installation/Maintenance/Repair · IT/Software Development · Communication · Information Technology (IT) · System Administration · System administrator · Accounting · Financial Accounting · ERP System
Junior Student Accounts & Financial Support,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/azgxyzskgdcr-junior-student-accounts-financial-support-zewail-city-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Zewail-City-Egypt-2881,Full TimeOn-siteExperienced · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · Communication
Software Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9jY6hMnAvOUj-Software-Engineer-test-company-1-Aswan-Egypt,Volunteering,"Aswan, Egypt ","Aswan, Egypt ",https://wuzzuf.net/jobs/careers/test-company-1-Egypt-9000,VolunteeringExperienced · R&D/Science · Programming · computer
Assistant Product Manager (Derma) - Cosmeceutical Company,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uaxrxrav2svk-assistant-product-manager-derma---cosmeceutical-company-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Pharmaceutical · Pharmacy · Biotechnology · Veterinary · Marketing · Product Management · Medical · Microsoft Office
Chemical Engineer(Water Treatment & Quality Control),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/pelwddk7azlh-chemical-engineerwater-treatment-quality-control-diamond-alliance-services-kano-nigeria,Full TimeOn-site,"Kano, Nigeria ","Kano, Nigeria ",https://wuzzuf.net/jobs/careers/DIAMOND ALLIANCE SERVICES-Egypt-84965,Full TimeOn-siteExperienced · 5+ Yrs of Exp · R&D/Science · Engineering - Other · Chemistry · technical · Chemical engineer · Chemical · Chemical Engineering · quality · Laboratory · Engineering
Sales Coordinator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/za7sghafdurc-sales-coordinator-power-solutions-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/PS-Egypt-9190,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · females_only · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Sales · Sales Skills · Sales Coordination · Computer Skills · Sales Coordinator
Mechanical Design Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/w2je1h8yexai-mechanical-design-engineer-atric-developments-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/El-Asreya-for-Real-Estate-Development-Egypt-15435,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Mechanical Engineering · Design · Engineering · Mechanical
Open Source Intelligence (OSINT) Team Lead,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fm2yfkzweuv2-open-source-intelligence-osint-team-lead-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeOn-siteExperienced · 10 - 15 Yrs of Exp · IT/Software Development · Social Media · source intelligence · OSINT · Cybersecurity · Information Technology (IT)
Mechanical Maintenance Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/evzsiocmsvbv-mechanical-maintenance-engineer-masria-digital-payment-mdp-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Maintenance · Mechanical Engineering · Manufacturing · Mechanical · Mechanical Design Engineering · Maintenance Engineer
Mechanical Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bnc5zoj8o3r2-mechanical-engineer-cud-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/CUD-Egypt-122749,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · 3d max · AutoCAD · Construction · Drawing · Engineering · Revit · shop drawing · Technical Office · Microsoft Office
IT Account Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/azd7gfze8m5q-it-account-manager-beauty-wise-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Beauty wise-Egypt-125167,Full TimeOn-siteManager · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Management · Networks · Administration · IT · Computer Hardware · Information Technology (IT)
Lead Generation Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jm8xwhxovm06-lead-generation-specialist-target-integrated-systems-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Target-Egypt-78472,Full TimeOn-siteExperienced · 1+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Communication skills · Lead Generation · Marketing · CRM · Communication · English
Market Reserch Specalist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/n6mp6otjnadv-market-reserch-specalist-european-group-alexandria-egypt,Full TimeOn-site,"Smouha, Alexandria, Egypt ","Smouha, Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/European-Group-Egypt-80959,Full TimeOn-siteEntry Level · 0 - 1 Yrs of Exp · R&D/Science · Analyst/Research · Market Research · MS Office · Research · Communication · Web Analytics
Electro Mechanical Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oaxmgjvb0070-electro-mechanical-engineer-special-group-giza-egypt,Full TimeOn-site,"Mohandessin, Giza, Egypt ","Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/careers/special group-Egypt-92519,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · Management · AutoCAD
Microsoft Dynamics 365 Intern,https://wuzzuf.nethttps://wuzzuf.net/internship/nld2le42cksm-microsoft-dynamics-365-intern-icraft-gharbia-egypt,InternshipOn-site,"Tanta, Gharbia, Egypt ","Tanta, Gharbia, Egypt ",https://wuzzuf.net/jobs/careers/icraft-egypt-127704,InternshipOn-siteEntry Level · IT/Software Development · Engineering - Telecom/Technology · ERP · English · Dynamics 365
Operation Technical Specialist (Cairo UNI),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qvbvfsr7rim0-operation-technical-specialist-cairo-uni-grifols-egypt-for-plasma-derivatives-giza-egypt,Full TimeOn-site,"Giza, Giza, Egypt ","Giza, Giza, Egypt ",https://wuzzuf.net/jobs/careers/-80178,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · Quality Assurance · Manufacturing Industry · Pharmaceutical · Engineering · Management · Manufacturing · Technical Support
Operation Technical Specialist (Ismaila),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nik5xm6hajch-operation-technical-specialist-ismaila-grifols-egypt-for-plasma-derivatives-ismailia-egypt,Full TimeOn-site,"Ismailia, Ismailia, Egypt ","Ismailia, Ismailia, Egypt ",https://wuzzuf.net/jobs/careers/-80178,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Good Manufacturing Practice (GMP) · SOPS · Management · Pharmaceutical · Operations · Microsoft Office · Manufacturing
Senior ERP Consultant (IOT),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ntmbkr6vvx0c-senior-erp-consultant-iot-leader-group-riyadh-saudi-arabia,Full TimeOn-site,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/Leader-Group-Egypt-116501,Full TimeOn-siteExperienced · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Consultant · ERP Consultant · Information Technology (IT) · senior · ERP
Pharmacovigilance Specialist (QPPV) - FREELANCE / PART TIME,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hwyaevfjamz1-pharmacovigilance-specialist-qppv---freelance-part-time-pharmastars-cairo-egypt,Part TimeFreelance / ProjectRemote,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/PHARMASTARS-Egypt-49325,Part TimeFreelance / ProjectRemoteExperienced · 2 - 5 Yrs of Exp · R&D/Science · Medical/Healthcare · Pharmaceutical · Regulatory Affairs · QPPV · Pharmacovigilance · EDA
Quality Assurance Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/drrjupkyoyvh-quality-assurance-specialist-wadi-degla-clubs-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Wadi-Degla-Clubs--Egypt-14583,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Quality · Quality Assurance · Business Process Management · Process Improvement · Quality Management · QA · quality · Quality Control · Analysis
Project Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eix8pqynsxye-project-manager-nexus-analytica-cairo-egypt,Full TimeOn-site,"Shorouk City, Cairo, Egypt ","Shorouk City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Nexus-Analytica-Egypt-51435,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Project/Program Management · Strategy/Consulting · Engineering - Mechanical/Electrical · Project · Management · PMP · Project Management · Engineering · Communication
Umbraco Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2VALRT2qdBJZ-Umbraco-Developer-Cairo-Egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Umbraco · C# · SQL · ASP.Net · JavaScript · Software Development · Azure Cloud · Microsoft Azure
Integration Software Engineer - Remote,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/pjahmnzd3hef-integration-software-engineer---remote-hiremoters-cairo-egypt,Full TimePart TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/HiRemoters-Egypt-125803,"Full TimePart TimeRemoteExperienced · 7 - 13 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · WebMethod · BizTalk · APIs · ESBs · Kafka, RabbitMQ, · (Docker/Kubernetes), SQL Server, and scripting · Azure"
Quality Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/K4rrGefjWhbD-Quality-Manager-CairoPac-Giza-Egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/CairoPac-Egypt-126937,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Quality · Quality Control · quality · Food Processing · Food · Quality Assurance
"Value, Access and Pricing Lead",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/gmwpq0uhmpch-value-access-and-pricing-lead-sanofi-riyadh-saudi-arabia,Full Time,"Riyadh, Saudi Arabia ","Riyadh, Saudi Arabia ",https://wuzzuf.net/jobs/careers/sanofi-saudi-arabia-129626,Full TimeExperienced · Customer Service/Support · IT/Software Development · Sales/Retail · sales · sales skills · sales target · real estate · marketing · microsoft office · communication skills
Production Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gmvopeoxdp9h-production-manager-qalubia-egypt,Full TimeOn-site,"khanka, Qalubia, Egypt ","khanka, Qalubia, Egypt ",,Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Production · Manufacturing · Management · Communication Skills · Communication · TO
R&D Project Management Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OosbLJ6qR6VH-RD-Project-Management-Engineer-Euromed-for-Medical-industries-Cairo-Egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Euromed for Medical industries-Egypt-106501,Full TimeOn-siteExperienced · 3+ Yrs of Exp · males_only · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · R&D · Research Development · Medical Supplies · Production · Engineering Field
Laboratory Assistant,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wgyqkqtvtk97-laboratory-assistant-torrecid-egypt-sae-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/International-company-Egypt-20891,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · R&D/Science · Chemistry · Analytical Chemistry · Laboratory · Technical Assistance · Lab Technology
"EMEA Sales Director, ISV Embedded Solutions",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/l6kb6jtxjjg6-emea-sales-director-isv-embedded-solutions-canonical-makkah-saudi-arabia,Full Time,"Makkah, Saudi Arabia ","Makkah, Saudi Arabia ",https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Full TimeManager · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · marketing · engineering · sales skills · saas · management · software
Information Analyst – Data Scientist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ric2lbqwad48-information-analyst-data-scientist-cairo-egypt,Full TimeRemote,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",,Full TimeRemoteExperienced · 5 - 8 Yrs of Exp · IT/Software Development · analytical · Business Intelligence · Computer Science · Data Analyst · Data Analysis · Statistics · Analysis · Data · Database
Computer Science & Computer Engineering Fresh Graduates,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/n5lfcli8ljdh-computer-science-computer-engineering-fresh-graduates-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · IBM Tools · ITSM · Software Engineering · SQL · DB2
Senior Data Analyst,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kbzexl37bjxb-senior-data-analyst-xceed-contact-center-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/XCEEDCC-Egypt-52679,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Analyst/Research · Engineering - Telecom/Technology · ETL · Data Analysis · Communication skills · Python · SQL · Business Intelligence · PowerBI · Pandas
HR Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/szzfiacmad6k-hr-manager-ma-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/ma-egypt-129684,Full TimeOn-siteManager · 3+ Yrs of Exp · Human Resources · Leadership & Team Management · Communication & Listening · Emotional Intelligence · Accountability & Ownership · Problem-Solving & Decision Making · High Integrity & Confidentiality · Time Management & Multitasking · Fast Learning & Adaptability · business
Junior Software Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/l9as0mvzljuq-junior-software-engineer-megasoft-cairo-egypt,Full TimeOn-site,"Heliopolis, Cairo, Egypt ","Heliopolis, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/MegaSoft-Egypt-4107,Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · C# · .NET · Java · SQL · Network · Server Operating Systems · Information Technology (IT)
HR Business Partner,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sryas8wnhylv-hr-business-partner-cairo-egypt,Part TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Part TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Marketing/PR/Advertising · Communication skills · Human Resources · HR · Human Resources (HR) · business · Recruitment
